Gene stable ID
ENSMPUG00000000986
ENSMPUG00000001913
ENSMPUG00000001945
ENSMPUG00000001945
ENSMPUG00000002720
ENSMPUG00000002778
ENSMPUG00000002839
ENSMPUG00000002915
ENSMPUG00000002958
ENSMPUG00000002958
ENSMPUG00000003060
ENSMPUG00000003106
ENSMPUG00000003402
ENSMPUG00000003438
ENSMPUG00000003773
ENSMPUG00000004103
ENSMPUG00000004152
ENSMPUG00000004172
ENSMPUG00000004613
ENSMPUG00000004727
ENSMPUG00000004969
ENSMPUG00000005492
ENSMPUG00000005579
ENSMPUG00000005989
ENSMPUG00000006113
ENSMPUG00000006187
ENSMPUG00000006714
ENSMPUG00000007132
ENSMPUG00000007593
ENSMPUG00000008131
ENSMPUG00000008242
ENSMPUG00000008789
ENSMPUG00000009017
ENSMPUG00000009649
ENSMPUG00000010513
ENSMPUG00000011594
ENSMPUG00000011780
ENSMPUG00000011867
ENSMPUG00000012005
ENSMPUG00000012126
ENSMPUG00000012508
ENSMPUG00000013126
ENSMPUG00000013486
ENSMPUG00000013519
ENSMPUG00000014303
ENSMPUG00000014344
ENSMPUG00000014408
ENSMPUG00000014426
ENSMPUG00000014656
ENSMPUG00000014724
ENSMPUG00000014727
ENSMPUG00000015246
ENSMPUG00000015310
ENSMPUG00000015324
ENSMPUG00000015501
ENSMPUG00000015588
ENSMPUG00000015660
ENSMPUG00000015909
ENSMPUG00000016235
ENSMPUG00000016464
ENSMPUG00000016715
ENSMPUG00000016839
ENSMPUG00000016839
ENSMPUG00000016897
ENSMPUG00000017387
ENSMPUG00000017652
ENSMPUG00000018143
ENSMPUG00000018309
ENSMPUG00000018675
