Gene stable ID
ENSMPUG00000000585
ENSMPUG00000000870
ENSMPUG00000000870
ENSMPUG00000000896
ENSMPUG00000001670
ENSMPUG00000001995
ENSMPUG00000002226
ENSMPUG00000002444
ENSMPUG00000002982
ENSMPUG00000003329
ENSMPUG00000003329
ENSMPUG00000003649
ENSMPUG00000003877
ENSMPUG00000004812
ENSMPUG00000005160
ENSMPUG00000005336
ENSMPUG00000006985
ENSMPUG00000008820
ENSMPUG00000010064
ENSMPUG00000010381
ENSMPUG00000010741
ENSMPUG00000010793
ENSMPUG00000011159
ENSMPUG00000011856
ENSMPUG00000011856
ENSMPUG00000012611
ENSMPUG00000013673
ENSMPUG00000013726
ENSMPUG00000013726
ENSMPUG00000014041
ENSMPUG00000014426
ENSMPUG00000015155
ENSMPUG00000016516
ENSMPUG00000016516
ENSMPUG00000016972
ENSMPUG00000017818
ENSMPUG00000019376
ENSMPUG00000019376
ENSMPUG00000020133
